SYMBOL,SCINAME,ALEPTH_IND,ANERB_TOLR_CD,BLOAT_POT_CD,BLOOM_PRD_CD,CACO3_TOLR_CD,C_N_RATIO_CD,XMAS_TREE_SUIT_IND,COLD_STRAT_IND,COPPICE_POT_IND,DRGHT_TOLR_CD,FALL_CSPC_IND,FERT_RQMT_CD,FIRE_RESIST_IND,FIRE_TOLR_CD,FLWR_COLOR_CD,FLWR_CSPC_IND,FODDR_SUIT_IND,FOLG_COLOR_CD,FOLG_PRSTY_SUMR_CD,FOLG_PRSTY_WNTR_CD,FOLG_TXT_CD,FROST_FREE_DAY_MIN,FROST_FREE_DAY_MIN_RNG,FRUT_BODY_SUIT_IND,FRUT_SEED_ABUND_CD,FRUT_SEED_COLOR_CD,FRUT_SEED_CSPC_IND,FRUT_SEED_END_CD,FRUT_SEED_PRST_IND,FRUT_SEED_START_CD,FUEL_WOOD_SUIT_CD,GRAS_LOW_GRW_IND,GRWTH_FORM_CD,GRWTH_HABIT_CD,GRWTH_PRD_ACTV_CD,GRWTH_RATE_CD,HEDG_TOLR_CD,HT_AT_MTRTY,HT_AT_MTRTY_RNG,HT_MAX_BASE_AGE,HT_MAX_BASE_AGE_RNG,LEAF_RETNT_IND,LFSPN_CD,LMBR_SUIT_IND,MOIST_USE_CD,NAVL_STOR_SUIT_IND,N_FIX_POT_CD,NURS_STK_SUIT_IND,PALAT_HUMAN_IND,PALAT_ANIML_BRS_CD,PALAT_ANIML_GRZ_CD,PLNT_CLTVR_SEL_IND,PLNT_DEN_HIGH,PLNT_DEN_HIGH_RNG,PLNT_DEN_LOW,PLNT_DEN_LOW_RNG,PLYWD_VNR_SUIT_IND,POST_SUIT_IND,PRECIP_TOLR_MAX,PRECIP_TOLR_MAX_RNG,PRECIP_TOLR_MIN,PRECIP_TOLR_MIN_RNG,PRPG_BARE_ROOT_IND,PRPG_BULB_IND,PRPG_CORM_IND,PRPG_CUT_IND,PRPG_SEED_IND,PRPG_SOD_IND,PRPG_SPRIG_IND,PRPG_TUBR_IND,PRPG_CTNR_IND,PROTEIN_POT_CD,PLPWD_SUIT_IND,RGRWTH_RATE_CD,RSPRT_ABLE_IND,ROOT_DPTH_MIN,ROOT_DPTH_MIN_RNG,SLIN_TOLR_CD,SEED_SPRD_RATE_CD,SEEDLING_VGOR_CD,SEED_PER_LB,SEED_PER_LB_RNG,SHADE_TOLR_CD,SM_GRAIN_IND,SOIL_ADP_C_TXT_IND,SOIL_ADP_F_TXT_IND,SOIL_ADP_M_TXT_IND,SOIL_PH_TOLR_MAX,SOIL_PH_TOLR_MAX_RNG,SOIL_PH_TOLR_MIN,SOIL_PH_TOLR_MIN_RNG,TEMP_TOLR_MIN,TEMP_TOLR_MIN_RNG,TOX_CD,VEG_SPRD_RATE_CD,VS_COMM_AVAIL,Carbon_Sequestration_Tier
TIAMH,Tilia americana var. heterophylla,No,None,None,Early Summer,Low,High,No,Yes,No,Low,No,High,No,Low,Yellow,No,No,Green,Moderate,Porous,Medium,165,157,No,High,Brown,No,Fall,Yes,Summer,Low,No,Erect,Single Stem,Spring and Summer,Moderate,None,90,60,50,40,No,Moderate,Yes,High,No,None,No,No,Low,,,800,500,300,300,Yes,No,80,60,35,30,Yes,No,No,No,Yes,No,No,No,Yes,,Yes,,Yes,40,39,None,Slow,Medium,4765,10,Tolerant,No,No,No,Yes,6.6,6.5,5,4.9,-21,-22,None,None,Field Collections Only,Minimal
TICO2,Tilia cordata,No,None,None,Early Summer,Low,High,No,Yes,Yes,Medium,Yes,Medium,No,High,Yellow,No,No,Green,Dense,Porous,Fine,140,127,No,High,Brown,No,Fall,No,Summer,Low,No,Erect,Single Stem,Spring and Summer,Moderate,Medium,100,100,45,40,No,Moderate,No,Medium,Yes,None,No,No,,,,800,500,300,300,No,No,60,60,30,30,Yes,No,No,No,Yes,No,No,No,Yes,,No,,Yes,26,24,None,Moderate,Medium,13800,10,Intermediate,No,Yes,No,Yes,7.2,7.1,4.8,4.7,-33,-37,None,None,Routinely Available,Minimal
TIUS,Tillandsia usneoides,No,None,None,Late Summer,None,Low,No,No,No,None,Yes,Low,No,None,White,No,No,White-Gray,Dense,Dense,Fine,300,292,No,Low,Black,No,Winter,No,Fall,,No,Irregular,Multiple Stem,Spring and Summer,Slow,None,,,,,Yes,Moderate,No,Medium,No,None,No,No,,,,7000,5500,3450,3000,No,No,75,60,40,40,No,No,No,Yes,Yes,No,No,No,No,,No,,No,0,0,None,Moderate,Medium,1200000,1000000,Tolerant,No,No,No,No,6.9,6.9,6,5.9,22,18,None,Moderate,No Known Source,Minimal
TOTA,Torreya taxifolia,No,None,None,Mid Spring,Medium,High,Yes,No,No,Low,No,Medium,No,None,,No,No,Green,Moderate,Moderate,Fine,270,262,No,Low,Blue,Yes,Fall,No,Summer,,No,Erect,Single Stem,Spring and Summer,Moderate,None,40,40,20,20,Yes,Moderate,No,Medium,No,None,Yes,No,,,,800,500,300,300,No,Yes,60,60,30,30,Yes,No,No,No,Yes,No,No,No,Yes,,No,,Yes,40,39,None,Slow,Low,225,10,Tolerant,No,No,No,Yes,7,6.9,5,4.9,12,8,None,None,Contracting Only,Minimal
TRAE,Triticum aestivum,No,None,None,Early Spring,Medium,Low,No,No,No,Medium,No,Medium,No,None,Yellow,No,Yes,Green,Dense,Porous,Medium,100,97,No,High,Brown,Yes,Summer,No,Spring,,No,Erect,Bunch,"Fall, Winter and Spring",Rapid,None,3.3,3,,,No,,No,Low,No,None,No,Yes,Medium,High,,,,,,No,No,100,60,10,10,No,No,No,No,Yes,No,No,No,No,High,No,,No,18,18,Medium,Slow,High,11360,10,Tolerant,Yes,Yes,Yes,Yes,8,7.9,5.5,5.5,-28,-32,None,None,Routinely Available,Minimal
TRAL6,Trifolium alexandrinum,No,Low,None,Early Spring,Low,Low,No,No,No,Low,No,Medium,No,None,Yellow,Yes,Yes,Green,Dense,Porous,Fine,120,112,No,High,Brown,No,Spring,No,Spring,,No,Erect,Single Crown,Spring and Summer,Rapid,None,1.5,1,,,No,,No,Medium,No,High,No,No,High,High,,,,,,No,No,50,50,12,10,No,No,No,No,Yes,No,No,No,No,High,No,Slow,No,12,12,Low,None,Low,206880,200000,Intolerant,No,No,Yes,Yes,8,7.9,6.5,6.5,-2,-2,None,None,Routinely Available,Minimal
TRAL6,Trifolium alexandrinum,No,Low,None,Early Spring,Medium,Low,No,No,No,Low,No,Medium,No,None,Yellow,Yes,Yes,Green,Dense,Porous,Fine,120,112,No,High,Brown,No,Spring,No,Spring,,No,Erect,Single Crown,Spring and Summer,Rapid,None,1.5,1,,,No,,No,Medium,No,High,No,No,High,High,,,,,,No,No,50,50,12,10,No,No,No,No,Yes,No,No,No,No,High,No,Slow,No,12,12,Low,None,High,206880,200000,Intolerant,No,No,Yes,Yes,8,7.9,6.5,6.5,-2,-2,None,None,No Known Source,Minimal
TRAM15,Trifolium ambiguum,No,Low,Low,Early Summer,Medium,Low,No,No,No,Medium,No,Medium,No,Medium,White,Yes,Yes,Green,Moderate,Porous,Fine,160,157,No,High,Brown,No,Summer,No,Summer,,No,Prostrate,Rhizomatous,Spring,Slow,None,1.5,1,,,No,Moderate,No,Medium,No,Low,No,No,High,High,,,,,,No,No,50,50,20,20,No,No,No,No,Yes,No,No,No,No,High,No,Moderate,No,12,12,None,Slow,Low,152212,100000,Intolerant,No,No,Yes,Yes,7.4,7.3,5.7,5.7,-34,-37,Slight,Slow,Routinely Available,Minimal
TRAM15,Trifolium ambiguum,No,Low,Low,Spring,High,Low,No,No,No,Low,No,Medium,No,High,White,Yes,Yes,Green,Moderate,Porous,Fine,150,142,No,Low,Brown,No,Summer,No,Spring,,No,Prostrate,Rhizomatous,Spring and Summer,Slow,None,1,1,,,No,Moderate,No,High,No,High,No,No,High,High,,,,,,No,No,60,60,32,30,No,No,No,No,Yes,No,No,No,No,High,No,Moderate,No,12,12,None,Slow,Low,152212,100000,Intolerant,No,No,Yes,Yes,7.2,7.1,5.7,5.7,-28,-32,None,Moderate,No Known Source,Minimal
TRCA21,Trisetum canescens,No,Medium,None,Summer,Low,Medium,No,No,No,Medium,No,Low,No,High,Yellow,No,Yes,Green,Moderate,Porous,Coarse,90,82,No,Medium,Brown,Yes,Fall,No,Summer,,Yes,Semi-Erect,Stoloniferous,"Spring, Summer, Fall",Moderate,None,3.5,3,,,No,Moderate,No,Medium,No,None,No,No,Medium,Medium,,1700,1500,1700,1300,No,No,40,40,20,20,No,No,No,No,Yes,No,Yes,No,No,Low,No,Slow,No,10,9,None,Slow,Low,2000000,1500000,Intermediate,Yes,No,No,Yes,7,6.9,6,5.9,-33,-37,None,Slow,No Known Source,Minimal
TRDA3,Tripsacum dactyloides,No,Low,None,Early Summer,None,Low,No,Yes,No,Low,No,High,No,High,Yellow,No,Yes,Green,Dense,Moderate,Coarse,140,127,No,Low,Brown,No,Summer,No,Summer,,No,Erect,Bunch,Spring and Summer,Rapid,None,5,4,,,No,Long,No,High,No,None,No,No,High,High,,2700,2500,1700,1300,No,No,60,60,16,15,No,No,No,No,Yes,No,Yes,No,No,High,No,Rapid,No,20,18,None,Slow,Low,7500,10,Intolerant,No,Yes,Yes,Yes,7.5,7.5,5.1,5.1,-23,-27,None,Moderate,Routinely Available,Minimal
TRDA3,Tripsacum dactyloides,No,Low,None,Late Spring,Low,Medium,No,No,No,Medium,No,High,No,,Yellow,No,Yes,Green,Dense,Moderate,Medium,170,157,No,Low,Brown,No,Fall,No,Spring,,No,Erect,Bunch,Spring and Summer,Moderate,Low,6,6,,,No,Long,No,Medium,No,None,No,No,High,High,,,,,,No,No,50,50,16,15,No,No,No,No,Yes,No,No,No,No,High,No,Moderate,No,20,18,None,Slow,Medium,7300,10,Intolerant,No,No,Yes,Yes,7.5,7.5,5.7,5.7,-23,-27,None,Slow,Routinely Available,Minimal
TRDA3,Tripsacum dactyloides,No,Medium,None,Early Summer,None,Low,No,Yes,No,Low,No,High,No,High,Yellow,No,Yes,Green,Dense,Moderate,Coarse,140,127,No,Low,Brown,No,Fall,No,Summer,,No,Erect,Bunch,Spring and Summer,Rapid,None,5,4,,,No,Long,No,High,No,None,No,No,High,High,,2700,2500,1700,1300,No,No,60,60,16,15,No,No,No,No,Yes,No,Yes,No,No,High,No,Rapid,No,20,18,None,Slow,Low,7200,10,Intolerant,No,Yes,Yes,Yes,7.5,7.5,5.1,5.1,-23,-27,None,Moderate,Routinely Available,Minimal
TRDU,Tragopogon dubius,No,None,None,Mid Spring,Medium,Low,No,No,No,High,No,Low,No,None,Yellow,Yes,No,Green,Porous,Porous,Fine,160,157,No,High,Brown,Yes,Fall,No,Summer,,No,Erect,Single Stem,Spring and Summer,Rapid,None,3,3,,,No,,No,Low,No,None,No,No,Low,Low,,,,,,No,No,40,40,6,6,No,No,No,No,Yes,No,No,No,No,Low,No,,No,6,6,None,Rapid,High,28000,10,Intolerant,No,Yes,Yes,Yes,7.5,7.5,6.5,6.5,-28,-32,None,None,No Known Source,Minimal
TRFL2,Tridens flavus,No,Low,None,Late Summer,Low,Low,No,No,No,High,Yes,Low,No,High,Yellow,No,Yes,Green,Moderate,Porous,Medium,150,142,No,Medium,Brown,Yes,Fall,No,Summer,,No,Erect,Bunch,Summer,Moderate,None,2.5,2,,,No,Short,No,Low,No,None,No,No,High,High,,,,,,No,No,60,60,17,15,No,No,No,No,Yes,No,No,No,No,Medium,No,Rapid,No,10,9,None,Rapid,High,465000,400000,Intolerant,No,Yes,Yes,Yes,6.5,6.5,4.5,4.5,-23,-27,None,None,Contracting Only,Minimal
TRFR2,Trifolium fragiferum,No,High,High,Late Spring,Medium,Low,No,No,No,Low,No,Medium,Yes,High,Purple,Yes,Yes,Green,Porous,Porous,Fine,150,142,No,Medium,Brown,No,Summer,Yes,Spring,,No,Prostrate,Stoloniferous,Spring,Rapid,None,0.5,0,,,No,Short,No,High,No,Medium,No,No,High,High,,,,,,No,No,59,50,20,20,No,No,No,No,Yes,No,No,No,No,High,No,Moderate,No,12,12,High,Slow,Low,299371,200000,Intolerant,No,No,No,Yes,8.6,8.5,6,5.9,-40,-42,Slight,Moderate,Routinely Available,Minimal
TRFR2,Trifolium fragiferum,No,High,High,Spring,Medium,Low,No,No,No,Low,No,Medium,Yes,High,Purple,Yes,Yes,Green,Porous,Porous,Fine,150,142,No,Medium,Brown,No,Summer,No,Spring,,No,Prostrate,Stoloniferous,Spring,Rapid,None,0.5,0,,,No,Short,No,High,No,Medium,No,No,Medium,High,,,,,,No,No,60,60,30,30,No,No,No,No,Yes,No,No,No,No,High,No,Moderate,No,12,12,High,Slow,Medium,299371,200000,Intolerant,No,No,Yes,Yes,8.6,8.5,6,5.9,-3,-7,Slight,Moderate,Routinely Available,Minimal
TRFR2,Trifolium fragiferum,No,Medium,Medium,Early Summer,Medium,Low,No,No,No,Low,No,Medium,Yes,Medium,Purple,Yes,Yes,Green,Porous,Porous,Medium,180,172,No,High,Brown,No,Summer,No,Summer,,No,Prostrate,Stoloniferous,Spring,Moderate,None,1.5,1,,,No,Moderate,No,High,No,High,No,No,High,High,,,,,,No,No,50,50,20,20,No,No,No,No,Yes,No,No,No,No,High,No,Moderate,No,12,12,High,Slow,Low,299371,200000,Intolerant,No,No,Yes,Yes,8.4,8.3,6.5,6.5,-33,-37,Slight,Moderate,Routinely Available,Minimal
TRGR7,Triteleia grandiflora,No,Medium,None,Mid Spring,Low,Medium,No,No,No,Medium,No,Medium,No,Medium,Blue,Yes,No,Green,Porous,Porous,Fine,160,157,No,Medium,Brown,No,Spring,No,Spring,,No,Erect,Bunch,Spring and Summer,Moderate,None,2,2,,,No,Short,No,Medium,No,None,No,Yes,Low,Low,,4800,4500,2700,1800,No,No,40,40,20,20,Yes,Yes,No,No,No,No,No,No,No,Low,No,Slow,No,8,6,None,None,,,,Intermediate,No,No,No,Yes,7.5,7.5,6,5.9,-33,-37,None,None,No Known Source,Minimal
TRHI3,Trichilia hirta,No,,None,Spring,Medium,,No,No,No,,No,Medium,No,,White,No,No,Green,Moderate,Moderate,Coarse,365,352,No,,Red,No,Spring,Yes,Winter,Medium,No,Erect,Multiple Stem,,Moderate,Low,25,20,38,30,No,Short,Yes,,No,None,No,No,Medium,,,640,500,320,300,No,Yes,67,60,30,30,No,No,No,No,Yes,No,No,No,No,,No,,No,36,36,,,,24200,10,Intermediate,No,Yes,No,Yes,,,,,40,38,,,,Minimal
TRHI4,Trifolium hirtum,No,None,None,Early Spring,High,Low,No,No,No,Medium,No,Low,No,None,Red,Yes,Yes,Green,,,Fine,160,157,No,High,Brown,No,Summer,No,Spring,,No,Decumbent,Single Crown,"Fall, Winter and Spring",Rapid,None,0.8,0,,,No,,No,Medium,No,Low,No,No,High,High,,,,,,No,No,20,20,12,10,No,No,No,No,Yes,No,No,No,No,High,No,Moderate,No,10,9,Low,Moderate,Medium,164480,100000,Intermediate,No,Yes,No,Yes,7.5,7.5,5,4.9,7,3,None,None,Routinely Available,Minimal
TRHI4,Trifolium hirtum,No,None,None,Early Spring,High,Low,No,No,No,Medium,No,Low,No,None,Red,Yes,Yes,Green,,,Fine,165,157,No,High,Brown,No,Summer,No,Summer,,No,Decumbent,Single Crown,"Fall, Winter and Spring",Rapid,None,0.8,0,,,No,,No,Medium,No,Low,No,No,High,High,,,,,,No,No,46,40,16,15,No,No,No,No,Yes,No,No,No,No,High,No,Moderate,No,10,9,Low,Moderate,Medium,164480,100000,Intermediate,No,Yes,No,Yes,8.3,8.3,6,5.9,10,8,None,None,Routinely Available,Minimal
TRHI4,Trifolium hirtum,No,None,None,Early Spring,Low,Low,No,No,No,Medium,No,Low,No,Medium,Red,Yes,Yes,Green,Porous,Porous,Fine,250,247,No,High,Brown,No,Summer,No,Spring,,No,Decumbent,Single Crown,"Fall, Winter and Spring",Rapid,None,1,1,,,No,,No,Medium,No,Low,No,No,High,High,,,,,,No,No,46,40,14,10,No,No,No,No,Yes,No,No,No,No,High,No,Moderate,No,10,9,None,Slow,High,111130,100000,Intermediate,No,No,Yes,Yes,7.5,7.5,6,5.9,12,8,None,None,Routinely Available,Minimal
TRHI4,Trifolium hirtum,No,None,None,Early Spring,Low,Low,No,No,No,Medium,No,Low,No,None,Red,Yes,Yes,Green,Porous,Porous,Fine,160,157,No,High,Brown,No,Spring,No,Summer,,No,Decumbent,Single Crown,"Fall, Winter and Spring",Rapid,None,1,1,,,No,,No,Medium,No,Low,No,No,High,High,,,,,,No,No,53,50,10,10,No,No,No,No,Yes,No,No,No,No,High,No,Moderate,No,10,9,None,Slow,High,142579,100000,Intermediate,No,No,Yes,Yes,7.5,7.5,5,4.9,10,8,None,None,Routinely Available,Minimal
TRHI4,Trifolium hirtum,No,None,None,Early Spring,Low,Low,No,No,No,Medium,No,Medium,No,Medium,Red,Yes,Yes,Green,Porous,Porous,Fine,250,247,No,High,Brown,No,Summer,No,Spring,,No,Decumbent,Single Crown,"Fall, Winter and Spring",Rapid,None,1,1,,,No,,No,Medium,No,Low,No,No,High,High,,,,,,No,No,46,40,14,10,No,No,No,No,Yes,No,No,No,No,High,No,Moderate,No,10,9,None,Slow,High,178901,100000,Intermediate,No,No,Yes,Yes,7.5,7.5,6,5.9,10,8,None,None,Routinely Available,Minimal
TRHY,Trifolium hybridum,No,High,High,Late Spring,Medium,Low,No,No,No,Low,No,Medium,No,Low,White,Yes,Yes,Green,Moderate,Porous,Fine,50,0,No,High,Brown,No,Summer,No,Summer,,No,Semi-Erect,Single Crown,Spring and Summer,Rapid,None,2,2,,,No,Short,No,High,No,High,No,No,High,High,,,,,,No,No,60,60,26,25,No,No,No,No,Yes,No,No,No,No,High,No,Moderate,No,12,12,Low,Slow,Medium,680400,500000,Intolerant,No,No,Yes,Yes,7.5,7.5,5.6,5.5,-38,-42,Slight,None,Routinely Available,Minimal
TRIN3,Trifolium incarnatum,No,Low,Low,Early Spring,None,Low,No,No,No,Low,No,High,No,None,Red,Yes,Yes,Green,Moderate,Porous,Fine,210,202,No,High,Brown,No,Spring,No,Spring,,No,Semi-Erect,Single Crown,"Fall, Winter and Spring",Rapid,None,1.3,1,,,No,,No,Medium,No,Medium,No,No,High,High,,,,,,No,No,70,60,32,30,No,No,No,No,Yes,No,No,No,No,High,No,Slow,No,12,12,None,Slow,High,149760,100000,Intolerant,No,Yes,Yes,Yes,7.5,7.5,5.5,5.5,14,13,None,None,Routinely Available,Minimal
TRIN3,Trifolium incarnatum,No,Low,Low,Early Spring,None,Low,No,No,No,Low,No,High,No,None,Red,Yes,Yes,Green,Porous,Porous,Fine,180,172,No,High,Brown,No,Summer,No,Spring,,No,Semi-Erect,Single Crown,"Fall, Winter and Spring",Rapid,None,1.5,1,,,No,,No,Medium,No,Medium,No,No,High,High,,,,,,No,No,65,60,32,30,No,No,No,No,Yes,No,No,No,No,High,No,Slow,No,12,12,None,Slow,High,149760,100000,Intolerant,No,Yes,Yes,Yes,7.5,7.5,5.5,5.5,-7,-7,None,None,Routinely Available,Minimal
TRIN3,Trifolium incarnatum,No,Low,Low,Early Spring,None,Low,No,No,No,Low,No,High,No,None,Red,Yes,Yes,Green,Porous,Porous,Fine,180,172,No,High,Brown,No,Summer,No,Spring,,No,Semi-Erect,Single Crown,"Fall, Winter and Spring",Rapid,None,2,2,,,No,,No,Medium,No,Medium,No,No,High,High,,,,,,No,No,65,60,32,30,No,No,No,No,Yes,No,No,No,No,High,No,Slow,No,12,12,None,Slow,High,149760,100000,Intolerant,No,Yes,Yes,No,7.5,7.5,5.5,5.5,13,13,None,None,Routinely Available,Minimal
TRIN3,Trifolium incarnatum,No,Low,Low,Early Spring,None,Low,No,No,No,Low,No,Medium,No,None,Red,Yes,Yes,Green,Porous,Porous,Fine,180,172,No,High,Brown,No,Summer,No,Spring,,No,Semi-Erect,Single Crown,"Fall, Winter and Spring",Rapid,None,2,2,,,No,,No,Medium,No,Medium,No,No,High,High,,,,,,No,No,65,60,32,30,No,No,No,No,Yes,No,No,No,No,High,No,Slow,No,12,12,None,Slow,High,149760,100000,Intolerant,No,Yes,Yes,Yes,7.5,7.5,5.5,5.5,12,8,None,None,Routinely Available,Minimal
TRIN3,Trifolium incarnatum,No,None,Low,Early Spring,None,Low,No,No,No,Low,No,High,No,None,Red,No,Yes,Green,Porous,Porous,Fine,180,172,No,High,Brown,No,Spring,No,Spring,,No,Semi-Erect,Single Crown,"Fall, Winter and Spring",Rapid,None,1.5,1,,,No,,No,Medium,No,Medium,No,No,High,High,,,,,,No,No,65,60,35,30,No,No,No,No,Yes,No,No,No,No,High,No,Moderate,No,12,12,None,Slow,High,149760,100000,Intolerant,No,Yes,No,Yes,7.5,7.5,5.5,5.5,12,8,Slight,None,Routinely Available,Minimal
TRJA,Trachelospermum jasminoides,No,None,None,Early Summer,Low,Low,No,No,No,Medium,No,Medium,No,Low,Orange,Yes,No,Dark Green,Dense,Dense,Medium,215,202,No,,,No,,No,Summer,,No,Climbing,Multiple Stem,Spring and Summer,Rapid,None,2,2,,,Yes,Long,No,Medium,No,None,Yes,No,,,,4800,4500,1700,1300,No,No,60,60,30,30,Yes,No,No,Yes,No,No,No,No,Yes,,No,,Yes,12,12,None,None,,,,Intermediate,No,Yes,Yes,Yes,7,6.9,5.5,5.5,7,3,None,Rapid,Routinely Available,Minimal
TRLO,Trifolium longipes,No,None,High,Spring,Low,Low,No,No,No,Medium,No,Medium,No,High,Purple,Yes,No,Green,Moderate,Porous,Fine,120,112,No,High,Black,No,Fall,Yes,Summer,,No,Decumbent,Rhizomatous,Spring and Summer,Rapid,High,0.5,0,,,No,Short,No,Medium,No,Medium,No,No,Low,Low,,,,,,No,No,69,60,19,15,No,No,No,No,Yes,No,No,No,No,Medium,No,Rapid,No,6,6,None,Rapid,High,200000,200000,Intermediate,No,Yes,Yes,Yes,6.8,6.7,5.6,5.5,7,3,None,Rapid,No Known Source,Minimal
TRMA3,Trifolium macrocephalum,No,High,None,Mid Spring,High,Low,No,No,No,Medium,No,Low,No,Medium,Purple,Yes,Yes,Green,Moderate,Porous,Medium,80,67,No,High,Brown,No,Summer,No,Spring,,No,Decumbent,Single Crown,Spring and Summer,Rapid,None,2,2,,,No,Short,No,Low,No,Medium,No,No,Medium,High,,,,,,No,No,20,20,10,10,No,No,No,No,Yes,No,No,No,No,Medium,No,,No,6,6,Medium,Moderate,Medium,150000,100000,Intermediate,No,Yes,No,Yes,7.1,7.1,6.2,6.1,52,48,None,None,No Known Source,Minimal
TRMI2,Trema micrantha,No,Low,None,Spring,Medium,,No,No,No,Medium,No,Medium,No,,Green,No,No,Green,Moderate,Moderate,Coarse,365,352,No,,Orange,No,Year Round,Yes,Year Round,Medium,No,,,Fall,Rapid,Low,20,20,39,30,Yes,,No,,No,None,No,Yes,,,,640,500,320,300,No,No,70,60,30,30,No,No,No,No,Yes,No,No,No,No,,No,,No,36,36,Low,,,9303,10,Tolerant,No,Yes,No,Yes,8.5,8.5,6,5.9,40,38,Slight,,,Minimal
TRNI3,Trifolium nigrescens,No,Low,Low,Mid Spring,None,Low,No,No,No,None,No,Medium,No,None,White,Yes,Yes,Dark Green,Porous,Porous,Fine,119,112,No,High,Black,Yes,Summer,Yes,Spring,,No,Erect,Single Crown,Spring and Summer,Moderate,None,1,1,,,No,,No,Medium,No,Low,No,No,High,High,,,,,,No,No,70,60,30,30,No,No,No,No,Yes,No,No,No,No,High,No,Rapid,No,12,12,None,Rapid,High,1000000,1000000,Intolerant,No,No,Yes,Yes,6.9,6.9,5.6,5.5,4,3,None,None,Contracting Only,Minimal
TRPO,Tragopogon porrifolius,No,None,None,Mid Spring,High,Medium,No,No,No,Medium,No,Medium,No,Low,Purple,Yes,No,Green,Porous,Porous,Coarse,110,97,No,High,Brown,Yes,Summer,Yes,Spring,,No,Erect,Single Crown,Spring and Summer,Rapid,None,4.5,4,,,No,Short,No,Medium,No,None,No,Yes,,,,,,,,No,No,55,50,14,10,No,No,No,No,Yes,No,No,No,No,,No,Slow,No,10,9,None,Moderate,High,29702,10,Intermediate,No,Yes,Yes,Yes,7.8,7.7,5.2,5.1,-28,-32,None,None,No Known Source,Minimal
TRPR2,Trifolium pratense,No,None,High,Late Spring,Medium,Low,No,No,No,Low,No,Medium,No,Medium,Red,Yes,Yes,Green,Moderate,Porous,Medium,90,82,No,High,Brown,No,Summer,No,Spring,,No,Erect,Single Crown,Spring and Summer,Rapid,None,2,2,,,No,Short,No,Medium,No,Medium,No,No,High,High,,,,,,No,No,65,60,35,30,No,No,No,No,Yes,No,No,No,No,High,No,Moderate,No,12,12,Low,Moderate,High,272160,200000,Intolerant,No,No,Yes,Yes,7.6,7.5,6,5.9,-38,-42,None,None,Routinely Available,Minimal
TRPR2,Trifolium pratense,No,None,High,Late Spring,Medium,Low,No,No,No,Low,No,Medium,No,Medium,Red,Yes,Yes,Green,Moderate,Porous,Medium,90,82,No,High,Brown,No,Summer,No,Spring,,No,Erect,Single Crown,Spring and Summer,Rapid,None,2,2,,,No,Short,No,Medium,No,Medium,No,No,High,High,,,,,,No,No,65,60,35,30,No,No,No,No,Yes,No,No,No,No,High,No,Moderate,No,12,12,Low,Moderate,High,272160,200000,Intolerant,No,No,Yes,Yes,7.6,7.5,6,5.9,-33,-37,None,None,Routinely Available,Minimal
TRPR2,Trifolium pratense,No,None,High,Late Spring,Medium,Low,No,No,No,Low,No,Medium,No,Medium,Red,Yes,Yes,Green,Moderate,Porous,Medium,120,112,No,High,Brown,No,Summer,No,Spring,,No,Erect,Single Crown,Spring and Summer,Rapid,None,2,2,,,No,Short,No,Medium,No,Medium,No,No,High,High,,,,,,No,No,65,60,18,15,No,No,No,No,Yes,No,No,No,No,High,No,Moderate,No,12,12,Low,Slow,High,272160,200000,Intolerant,No,Yes,Yes,Yes,7.6,7.5,5.5,5.5,-34,-37,Slight,None,Routinely Available,Minimal
TRPR2,Trifolium pratense,No,None,High,Late Spring,Medium,Low,No,No,No,Low,No,Medium,No,Medium,Red,Yes,Yes,Green,Moderate,Porous,Medium,120,112,No,High,Brown,No,Summer,No,Spring,,No,Erect,Single Crown,Spring and Summer,Rapid,None,2,2,,,No,Short,No,Medium,No,Medium,No,No,High,High,,,,,,No,No,65,60,35,30,No,No,No,No,Yes,No,No,No,No,High,No,Moderate,No,12,12,Low,Moderate,High,272160,200000,Intolerant,No,No,Yes,Yes,7.6,7.5,5.7,5.7,-28,-32,None,None,Routinely Available,Minimal
TRPR2,Trifolium pratense,No,None,High,Late Spring,Medium,Low,No,No,No,Low,No,Medium,No,Medium,Red,Yes,Yes,Green,Moderate,Porous,Medium,120,112,No,High,Brown,No,Summer,No,Spring,,No,Erect,Single Crown,Spring and Summer,Rapid,None,2,2,,,No,Short,No,Medium,No,Medium,No,No,High,High,,,,,,No,No,65,60,35,30,No,No,No,No,Yes,No,No,No,No,High,No,Moderate,No,12,12,Low,Moderate,High,272160,200000,Intolerant,No,No,Yes,Yes,7.6,7.5,6,5.9,-28,-32,None,None,Routinely Available,Minimal
TRPR2,Trifolium pratense,No,None,High,Late Spring,Medium,Low,No,No,No,Low,No,Medium,No,Medium,Red,Yes,Yes,Green,Moderate,Porous,Medium,160,157,No,High,Brown,No,Summer,No,Spring,,No,Erect,Single Crown,Spring and Summer,Rapid,None,2,2,,,No,Short,No,Medium,No,Medium,No,No,High,High,,,,,,No,No,65,60,35,30,No,No,No,No,Yes,No,No,No,No,High,No,Moderate,No,12,12,Low,Moderate,High,272160,200000,Intolerant,No,No,Yes,Yes,7.6,7.5,6,5.9,-8,-12,None,None,Routinely Available,Minimal
